day,hour,area,lat,lon,current_speed,free_flow_speed,traffic_level,temperature,code,windspeed
4,16,Gold Market Centre,16.94680648,82.23381229,21,30,Medium,32.4,2,12
4,16,Masjid Centre,16.95101841,82.23404475,24,24,Low,32.4,2,12
4,16,Fire Office Road,16.95625954,82.2331964,35,35,Low,32.5,3,11.3
4,16,District Court,16.95750555,82.2270718,14,18,Medium,32.4,2,12
4,16,Ggh,16.95516493,82.23011318,39,39,Low,32.4,2,12
4,16,Kokila Centre,16.95965298,82.22372616,39,39,Low,32.5,3,11.3
4,16,Drivers Colony,16.91956872,82.23867107,51,51,Low,31.8,95,12.7
4,16,Rto Office,16.9755554,82.24875196,41,41,Low,32.5,3,11.3
4,16,Vakalapudi Junction,17.00611779,82.26343084,26,26,Low,32.5,3,11.3
4,16,Indrapalem Bridge,16.95965298,82.22372616,39,39,Low,32.5,3,11.3
4,16,Revenue Office,16.95391532,82.23158617,40,40,Low,32.3,2,12
4,16,Bus Stand,16.96862888,82.23962547,30,30,Low,32.4,2,12
4,16,Jntuk Road,16.9733395,82.23687898,41,41,Low,32.5,3,11.3
4,16,Kalpana Centre,16.95614085,82.23667032,17,17,Low,32.5,3,11.3
4,16,Jagannadhapuram Bridge,16.94224349,82.23327483,21,30,Medium,32.5,3,11.3
4,16,Kakinada Anchorage Port,16.93999009,82.2562341,27,27,Low,32.5,3,11.3
4,16,Karnam Gari Junction,16.977303,82.22772654,31,38,Medium,32.4,2,12
4,16,Pitapuram Kakinada Road,17.00123968,82.24517314,31,40,Medium,32.4,2,12
4,16,Pitapuram Kakinada Highway,17.05454405,82.25091475,59,59,Low,32.5,3,11.3
4,16,Achampeta Junction,17.02251512,82.24885405,59,59,Low,32.5,3,11.3
4,16,Satya Gowri Theatre Road,16.94489627,82.23602479,26,26,Low,32.5,3,11.3
4,16,Madhavapatam Centre,16.99251444,82.21067511,40,40,Low,32.5,3,11.3
4,16,Gandhi Circle,16.96469875,82.22472639,40,40,Low,32.5,3,11.3
4,16,Light House,17.01400687,82.28410307,26,26,Low,32.5,3,11.3
4,17,Diwan Cheruvu,17.04629017,81.84391764,30,30,Low,33.4,3,9.7
4,17,Morumpudi Junction,16.99604829,81.80198795,33,33,Low,32.8,3,10.1
4,17,VL Puram,17.00036112,81.79457901,36,36,Low,32.8,3,10.1
4,17,Bommuru Junction,16.97002604,81.79820779,42,53,Medium,32.2,3,11.2
4,17,Lala Cheruvu,17.02593121,81.80629901,42,53,Medium,31.9,3,11.2
4,17,Pushkar Ghat Cir,17.00696903,81.76790598,27,27,Low,32.2,3,11.2
4,17,Azad Chowk,17.00665391,81.77629003,9,9,Low,32.1,3,11.2
4,17,Devi Chowk Circle,17.00979647,81.77610013,27,27,Low,32.1,3,11.2
4,17,Balajipeta Junction,16.97671458,81.79384357,42,53,Medium,32.2,3,11.2
4,17,Kesavaram Railway gate,16.9311275,81.88170907,22,22,Low,31.2,80,12.5
4,17,GIET NH,17.05948989,81.86937184,42,53,Medium,32.8,3,11.2
4,17,DELTA hospital NH,17.01149942,81.80917916,58,58,Low,31.9,3,11.2
4,17,GSL NH,17.06768406,81.88328358,59,59,Low,33.3,3,8.3
4,17,JN Road NH,17.00800329,81.80995996,28,28,Low,31.9,3,11.2
4,17,RTC CS Mall,17.0003637,81.78944972,33,36,Low,32.2,3,11.2
4,17,Old Bypass Road,17.00504582,81.78015449,28,28,Low,32.1,3,11.2
4,17,Jampeta,17.00493586,81.7802133,28,28,Low,32,3,11.2
4,17,Syamalamba Temple Rd,16.99930568,81.77559463,25,31,Medium,32.1,3,11.2
4,17,Stadium Rd,16.99691874,81.77775541,24,24,Low,32.2,3,11.2
4,17,Anala venkata Apparao road,17.00781173,81.7921874,28,28,Low,32,3,11.2
4,17,Manasa Hospital,17.00771734,81.78586393,27,27,Low,32.1,3,11.2
4,17,Apex Hospital,17.00693863,81.79054341,28,28,Low,32,3,11.2
4,17,Nandamgani raju junction,17.00948697,81.77954017,12,21,Medium,32.1,3,11.2
4,17,Y juncton,17.01282624,81.78265352,26,36,Medium,32.1,3,11.2
4,17,Chiranjeevi Bus Stand,17.01457254,81.77861516,39,48,Medium,32.2,3,11.2
4,17,Gokavaram Bus stand,17.00967985,81.77120172,27,27,Low,32.2,3,11.2
4,17,Devichowk to Mochi veedhi,17.00897558,81.77516315,16,20,Medium,32.1,3,11.2
4,17,jandapanja road,17.00579395,81.77361261,27,27,Low,32,3,11.2
4,17,CMR Mall,17.00628565,81.77066111,27,27,Low,32.1,3,11.2
4,17,Markandeya swamy Temple Road,17.00241935,81.76737485,26,26,Low,32.2,3,11.2
4,17,Kathreru Road,17.02176665,81.77483965,30,30,Low,32.1,3,11.2
4,17,Tirumala College Road,17.04317119,81.77557759,35,35,Low,32.2,3,11.2
4,17,Dhavaleswaram Main Road,16.95028008,81.78232137,34,34,Low,32.2,3,11.2
4,17,Church Center Bypass,17.00490403,81.78017113,28,28,Low,32,3,11.2
4,17,Central Jail Road,17.01834611,81.79134448,26,36,Medium,32,3,11.2
4,17,Brothern Church,17.023473,81.78349635,42,42,Low,32,3,11.2
4,17,Quary Market,17.03230697,81.78809778,39,48,Medium,32,3,11.2
4,17,Airport Road,17.0417882,81.79431782,42,42,Low,32,3,11.2
4,17,Rial cum Road Bridge,16.99704708,81.76927354,45,45,Low,32.2,3,11.2
4,17,Main Road,16.99989159,81.77174995,27,27,Low,32.1,3,11.2
4,17,Bhanu Gudi,16.97072762,82.23604298,30,38,Medium,31,80,13.1
4,17,Vankata Narayana Railway Gate,16.97309741,82.22603038,32,40,Medium,31,80,12.5
4,17,Munsif Gari Junction,16.93705305,82.2329748,15,31,High,31.3,80,12
4,17,Apt College Road,16.92997584,82.23448295,27,38,Medium,31.3,80,12
4,17,Dairyfarm Centre,16.95630211,82.24871505,22,29,Medium,31,80,12.5
4,17,Gaati Center,16.93563419,82.22835108,19,30,Medium,31.3,80,12
4,17,Nagamalli Thota Centre,16.98676611,82.24004443,38,38,Low,31,80,13.1
4,17,Temple Street,16.9469232,82.23195854,27,35,Medium,31,80,12.5
4,17,Main Road,16.94777588,82.23388898,20,29,Medium,31,80,13.1
4,17,Sarpavaram Junction,16.99489545,82.24274883,5,10,Medium,31,80,13.1
4,17,Pr Clg Road,16.95806544,82.23109821,32,40,Medium,31,80,12.5
4,17,Bala Cheruvu,16.95281937,82.2323379,29,39,Medium,31,80,13.1
4,17,Nukalamma Temple,16.96300885,82.23441835,24,35,Medium,31,80,13.1
4,17,Cinema Road,16.94826209,82.23632529,23,23,Low,31,80,12.5
4,17,Beach Road,17.00894764,82.28321349,26,26,Low,31,80,12.5
4,17,Glass House Centre,16.94871864,82.23396555,20,29,Medium,31,80,13.1
4,17,Gold Market Centre,16.94680648,82.23381229,20,29,Medium,31,80,13.1
4,17,Masjid Centre,16.95101841,82.23404475,18,24,Medium,31,80,13.1
4,17,Fire Office Road,16.95625954,82.2331964,28,34,Medium,31,80,12.5
4,17,District Court,16.95750555,82.2270718,18,18,Low,31,80,13.1
4,17,Ggh,16.95516493,82.23011318,29,39,Medium,31,80,13.1
4,17,Kokila Centre,16.95965298,82.22372616,29,39,Medium,31,80,12.5
4,17,Drivers Colony,16.91956872,82.23867107,51,51,Low,31.3,80,12
4,17,Rto Office,16.9755554,82.24875196,31,40,Medium,31,80,12.5
4,17,Vakalapudi Junction,17.00611779,82.26343084,26,26,Low,31,80,12.5
4,17,Indrapalem Bridge,16.95965298,82.22372616,29,39,Medium,31,80,12.5
4,17,Revenue Office,16.95391532,82.23158617,32,40,Medium,31,80,13.1
4,17,Bus Stand,16.96862888,82.23962547,22,29,Medium,31,80,13.1
4,17,Jntuk Road,16.9733395,82.23687898,31,40,Medium,31,80,12.5
4,17,Kalpana Centre,16.95614085,82.23667032,17,17,Low,31,80,12.5
4,17,Jagannadhapuram Bridge,16.94224349,82.23327483,20,29,Medium,31,80,12.5
4,17,Kakinada Anchorage Port,16.93999009,82.2562341,27,27,Low,31,80,12.5
4,17,Karnam Gari Junction,16.977303,82.22772654,30,38,Medium,31,80,13.1
4,17,Pitapuram Kakinada Road,17.00123968,82.24517314,30,40,Medium,31,80,13.1
4,17,Pitapuram Kakinada Highway,17.05454405,82.25091475,59,59,Low,31,80,12.5
4,17,Achampeta Junction,17.02251512,82.24885405,59,59,Low,31,80,12.5
4,17,Satya Gowri Theatre Road,16.94489627,82.23602479,26,26,Low,31,80,12.5
4,17,Madhavapatam Centre,16.99251444,82.21067511,32,40,Medium,31,80,12.5
4,17,Gandhi Circle,16.96469875,82.22472639,32,40,Medium,31,80,12.5
4,17,Light House,17.01400687,82.28410307,26,26,Low,31,80,12.5
4,18,Diwan Cheruvu,17.04629017,81.84391764,30,30,Low,31.8,1,13.1
4,18,Morumpudi Junction,16.99604829,81.80198795,33,33,Low,30.8,2,12.3
4,18,VL Puram,17.00036112,81.79457901,31,35,Low,30.8,2,12.3
4,18,Bommuru Junction,16.97002604,81.79820779,42,52,Medium,30.4,2,11.2
4,18,Lala Cheruvu,17.02593121,81.80629901,42,52,Medium,30.1,2,11.2
4,18,Pushkar Ghat Cir,17.00696903,81.76790598,17,25,Medium,30.4,2,11.2
4,18,Azad Chowk,17.00665391,81.77629003,9,9,Low,30.4,2,11.2
4,18,Devi Chowk Circle,17.00979647,81.77610013,17,25,Medium,30.4,2,11.2
4,18,Balajipeta Junction,16.97671458,81.79384357,42,52,Medium,30.5,2,11.2
4,18,Kesavaram Railway gate,16.9311275,81.88170907,22,22,Low,30.5,80,10.5
4,18,GIET NH,17.05948989,81.86937184,42,52,Medium,31,1,12.7
4,18,DELTA hospital NH,17.01149942,81.80917916,48,58,Medium,30.1,2,11.2
4,18,GSL NH,17.06768406,81.88328358,59,59,Low,31.8,1,10.7
4,18,JN Road NH,17.00800329,81.80995996,21,27,Medium,30.1,2,11.2
4,18,RTC CS Mall,17.0003637,81.78944972,31,35,Low,30.4,2,11.2
4,18,Old Bypass Road,17.00504582,81.78015449,22,28,Medium,30.4,2,11.2
4,18,Jampeta,17.00493586,81.7802133,18,27,Medium,30.4,2,11.2
4,18,Syamalamba Temple Rd,16.99930568,81.77559463,31,31,Low,30.4,2,11.2
4,18,Stadium Rd,16.99691874,81.77775541,24,24,Low,30.4,2,11.2
4,18,Anala venkata Apparao road,17.00781173,81.7921874,28,28,Low,30.2,2,11.2
4,18,Manasa Hospital,17.00771734,81.78586393,18,26,Medium,30.4,2,11.2
4,18,Apex Hospital,17.00693863,81.79054341,19,27,Medium,30.2,2,11.2
4,18,Nandamgani raju junction,17.00948697,81.77954017,11,20,Medium,30.4,2,11.2
4,18,Y juncton,17.01282624,81.78265352,26,36,Medium,30.4,2,11.2
4,18,Chiranjeevi Bus Stand,17.01457254,81.77861516,35,48,Medium,30.4,2,11.2
4,18,Gokavaram Bus stand,17.00967985,81.77120172,17,25,Medium,30.4,2,11.2
4,18,Devichowk to Mochi veedhi,17.00897558,81.77516315,14,20,Medium,30.4,2,11.2
4,18,jandapanja road,17.00579395,81.77361261,17,25,Medium,30.3,2,11.2
4,18,CMR Mall,17.00628565,81.77066111,17,25,Medium,30.4,2,11.2
4,18,Markandeya swamy Temple Road,17.00241935,81.76737485,20,24,Medium,30.5,2,11.2
4,18,Kathreru Road,17.02176665,81.77483965,20,30,Medium,30.4,2,11.2
4,18,Tirumala College Road,17.04317119,81.77557759,35,35,Low,30.5,2,11.2
4,18,Dhavaleswaram Main Road,16.95028008,81.78232137,34,34,Low,30.4,2,11.2
4,18,Church Center Bypass,17.00490403,81.78017113,22,28,Medium,30.4,2,11.2
4,18,Central Jail Road,17.01834611,81.79134448,26,36,Medium,30.2,2,11.2
4,18,Brothern Church,17.023473,81.78349635,35,42,Medium,30.3,2,11.2
4,18,Quary Market,17.03230697,81.78809778,34,48,Medium,30.2,2,11.2
4,18,Airport Road,17.0417882,81.79431782,35,42,Medium,30.3,2,11.2
4,18,Rial cum Road Bridge,16.99704708,81.76927354,35,44,Medium,30.4,2,11.2
4,18,Main Road,16.99989159,81.77174995,17,25,Medium,30.4,2,11.2
4,18,Bhanu Gudi,16.97072762,82.23604298,26,38,Medium,30.1,1,9.8
4,18,Vankata Narayana Railway Gate,16.97309741,82.22603038,32,40,Medium,30.3,1,10.2
4,18,Munsif Gari Junction,16.93705305,82.2329748,13,32,High,30.2,0,10.5
4,18,Apt College Road,16.92997584,82.23448295,24,38,Medium,30.2,0,10.5
4,18,Dairyfarm Centre,16.95630211,82.24871505,20,30,Medium,30.3,1,10.2
4,18,Gaati Center,16.93563419,82.22835108,20,30,Medium,30.2,0,10.5
4,18,Nagamalli Thota Centre,16.98676611,82.24004443,26,38,Medium,30.1,1,9.8
4,18,Temple Street,16.9469232,82.23195854,25,34,Medium,30.2,1,10.2
4,18,Main Road,16.94777588,82.23388898,18,30,Medium,30.1,1,9.8
4,18,Sarpavaram Junction,16.99489545,82.24274883,8,11,Medium,30.1,1,9.8
4,18,Pr Clg Road,16.95806544,82.23109821,32,40,Medium,30.2,1,10.2
4,18,Bala Cheruvu,16.95281937,82.2323379,27,39,Medium,30.1,1,9.8
4,18,Nukalamma Temple,16.96300885,82.23441835,25,35,Medium,30.1,1,9.8
4,18,Cinema Road,16.94826209,82.23632529,16,23,Medium,30.2,1,10.2
4,18,Beach Road,17.00894764,82.28321349,26,26,Low,30.3,1,10.2
4,18,Glass House Centre,16.94871864,82.23396555,18,30,Medium,30.1,1,9.8
4,18,Gold Market Centre,16.94680648,82.23381229,18,30,Medium,30.1,1,9.8
4,18,Masjid Centre,16.95101841,82.23404475,17,24,Medium,30.1,1,9.8
4,18,Fire Office Road,16.95625954,82.2331964,25,35,Medium,30.3,1,10.2
4,18,District Court,16.95750555,82.2270718,18,18,Low,30.1,1,9.8
4,18,Ggh,16.95516493,82.23011318,27,39,Medium,30.1,1,9.8
4,18,Kokila Centre,16.95965298,82.22372616,27,39,Medium,30.3,1,10.2
4,18,Drivers Colony,16.91956872,82.23867107,51,51,Low,30.2,0,10.5
4,18,Rto Office,16.9755554,82.24875196,28,41,Medium,30.3,1,10.2
4,18,Vakalapudi Junction,17.00611779,82.26343084,26,26,Low,30.3,1,10.2
4,18,Indrapalem Bridge,16.95965298,82.22372616,27,39,Medium,30.3,1,10.2
4,18,Revenue Office,16.95391532,82.23158617,32,40,Medium,30.1,1,9.8
4,18,Bus Stand,16.96862888,82.23962547,20,30,Medium,30.1,1,9.8
4,18,Jntuk Road,16.9733395,82.23687898,28,41,Medium,30.3,1,10.2
4,18,Kalpana Centre,16.95614085,82.23667032,12,16,Medium,30.3,1,10.2
4,18,Jagannadhapuram Bridge,16.94224349,82.23327483,18,29,Medium,30.3,1,10.2
4,18,Kakinada Anchorage Port,16.93999009,82.2562341,27,27,Low,30.3,1,10.2
4,18,Karnam Gari Junction,16.977303,82.22772654,24,38,Medium,30.1,1,9.8
4,18,Pitapuram Kakinada Road,17.00123968,82.24517314,27,40,Medium,30.1,1,9.8
4,18,Pitapuram Kakinada Highway,17.05454405,82.25091475,59,59,Low,30.2,1,10.2
4,18,Achampeta Junction,17.02251512,82.24885405,59,59,Low,30.3,1,10.2
4,18,Satya Gowri Theatre Road,16.94489627,82.23602479,26,26,Low,30.2,1,10.2
4,18,Madhavapatam Centre,16.99251444,82.21067511,32,40,Medium,30.2,1,10.2
4,18,Gandhi Circle,16.96469875,82.22472639,32,40,Medium,30.2,1,10.2
4,18,Light House,17.01400687,82.28410307,26,26,Low,30.3,1,10.2
4,19,Diwan Cheruvu,17.04629017,81.84391764,30,30,Low,30.1,2,10.2
4,19,Morumpudi Junction,16.99604829,81.80198795,22,33,Medium,29.5,1,8.7
4,19,VL Puram,17.00036112,81.79457901,31,36,Low,29.5,1,8.7
4,19,Bommuru Junction,16.97002604,81.79820779,43,53,Medium,29.5,1,8.7
4,19,Lala Cheruvu,17.02593121,81.80629901,43,53,Medium,29.2,1,8.7
4,19,Pushkar Ghat Cir,17.00696903,81.76790598,18,25,Medium,29.5,1,8.7
4,19,Azad Chowk,17.00665391,81.77629003,9,9,Low,29.4,1,8.7
4,19,Devi Chowk Circle,17.00979647,81.77610013,18,25,Medium,29.5,1,8.7
4,19,Balajipeta Junction,16.97671458,81.79384357,43,53,Medium,29.5,1,8.7
4,19,Kesavaram Railway gate,16.9311275,81.88170907,22,22,Low,29.8,1,9.8
4,19,GIET NH,17.05948989,81.86937184,43,53,Medium,29.9,2,10.2
4,19,DELTA hospital NH,17.01149942,81.80917916,48,58,Medium,29.2,1,8.7
4,19,GSL NH,17.06768406,81.88328358,59,59,Low,30.1,1,9.7
4,19,JN Road NH,17.00800329,81.80995996,23,27,Low,29.2,1,8.7
4,19,RTC CS Mall,17.0003637,81.78944972,31,36,Low,29.5,1,8.7
4,19,Old Bypass Road,17.00504582,81.78015449,19,28,Medium,29.4,1,8.7
4,19,Jampeta,17.00493586,81.7802133,18,27,Medium,29.4,1,8.7
4,19,Syamalamba Temple Rd,16.99930568,81.77559463,24,31,Medium,29.4,1,8.7
4,19,Stadium Rd,16.99691874,81.77775541,13,23,Medium,29.5,1,8.7
4,19,Anala venkata Apparao road,17.00781173,81.7921874,20,28,Medium,29.3,1,8.7
4,19,Manasa Hospital,17.00771734,81.78586393,16,26,Medium,29.4,1,8.7
4,19,Apex Hospital,17.00693863,81.79054341,16,28,Medium,29.3,1,8.7
4,19,Nandamgani raju junction,17.00948697,81.77954017,8,22,High,29.4,1,8.7
4,19,Y juncton,17.01282624,81.78265352,24,36,Medium,29.4,1,8.7
4,19,Chiranjeevi Bus Stand,17.01457254,81.77861516,33,48,Medium,29.5,1,8.7
4,19,Gokavaram Bus stand,17.00967985,81.77120172,18,25,Medium,29.5,1,8.7
4,19,Devichowk to Mochi veedhi,17.00897558,81.77516315,13,19,Medium,29.4,1,8.7
4,19,jandapanja road,17.00579395,81.77361261,18,25,Medium,29.4,1,8.7
4,19,CMR Mall,17.00628565,81.77066111,18,25,Medium,29.4,1,8.7
4,19,Markandeya swamy Temple Road,17.00241935,81.76737485,18,26,Medium,29.5,1,8.7
4,19,Kathreru Road,17.02176665,81.77483965,19,30,Medium,29.4,1,8.7
4,19,Tirumala College Road,17.04317119,81.77557759,35,35,Low,29.5,1,8.7
4,19,Dhavaleswaram Main Road,16.95028008,81.78232137,28,34,Medium,29.5,1,8.7
4,19,Church Center Bypass,17.00490403,81.78017113,19,28,Medium,29.4,1,8.7
4,19,Central Jail Road,17.01834611,81.79134448,28,37,Medium,29.3,1,8.7
4,19,Brothern Church,17.023473,81.78349635,34,42,Medium,29.4,1,8.7
4,19,Quary Market,17.03230697,81.78809778,33,48,Medium,29.3,1,8.7
4,19,Airport Road,17.0417882,81.79431782,34,42,Medium,29.4,1,8.7
4,19,Rial cum Road Bridge,16.99704708,81.76927354,33,45,Medium,29.5,1,8.7
4,19,Main Road,16.99989159,81.77174995,19,26,Medium,29.4,1,8.7
4,19,Bhanu Gudi,16.97072762,82.23604298,27,37,Medium,29.1,1,6.8
4,19,Vankata Narayana Railway Gate,16.97309741,82.22603038,30,39,Medium,29.2,1,8.1
4,19,Munsif Gari Junction,16.93705305,82.2329748,12,30,High,29,0,8.1
4,19,Apt College Road,16.92997584,82.23448295,25,39,Medium,29.1,0,8.1
4,19,Dairyfarm Centre,16.95630211,82.24871505,22,31,Medium,29.2,1,8.1
4,19,Gaati Center,16.93563419,82.22835108,17,30,Medium,29.1,0,8.1
4,19,Nagamalli Thota Centre,16.98676611,82.24004443,27,37,Medium,29.1,1,6.8
4,19,Temple Street,16.9469232,82.23195854,35,35,Low,29.2,1,8.1
4,19,Main Road,16.94777588,82.23388898,17,29,Medium,29.1,1,6.8
4,19,Sarpavaram Junction,16.99489545,82.24274883,1,10,High,29.1,1,6.8
4,19,Pr Clg Road,16.95806544,82.23109821,30,39,Medium,29.2,1,8.1
4,19,Bala Cheruvu,16.95281937,82.2323379,29,39,Medium,29.1,1,6.8
4,19,Nukalamma Temple,16.96300885,82.23441835,28,34,Medium,29.1,1,6.8
4,19,Cinema Road,16.94826209,82.23632529,14,22,Medium,29.2,1,8.1
4,19,Beach Road,17.00894764,82.28321349,26,26,Low,29.2,1,8.1
4,19,Glass House Centre,16.94871864,82.23396555,16,29,Medium,29.1,1,6.8
4,19,Gold Market Centre,16.94680648,82.23381229,16,29,Medium,29.1,1,6.8
4,19,Masjid Centre,16.95101841,82.23404475,15,24,Medium,29.1,1,6.8
4,19,Fire Office Road,16.95625954,82.2331964,28,34,Medium,29.2,1,8.1
4,19,District Court,16.95750555,82.2270718,9,19,High,29.1,1,6.8
4,19,Ggh,16.95516493,82.23011318,29,39,Medium,29.1,1,6.8
4,19,Kokila Centre,16.95965298,82.22372616,29,39,Medium,29.2,1,8.1
4,19,Drivers Colony,16.91956872,82.23867107,51,51,Low,29.1,0,8.1
4,19,Rto Office,16.9755554,82.24875196,28,40,Medium,29.2,1,8.1
4,19,Vakalapudi Junction,17.00611779,82.26343084,26,26,Low,29.2,1,8.1
4,19,Indrapalem Bridge,16.95965298,82.22372616,29,39,Medium,29.2,1,8.1
4,19,Revenue Office,16.95391532,82.23158617,31,40,Medium,29.1,1,6.8
4,19,Bus Stand,16.96862888,82.23962547,22,31,Medium,29.1,1,6.8
4,19,Jntuk Road,16.9733395,82.23687898,28,40,Medium,29.2,1,8.1
4,19,Kalpana Centre,16.95614085,82.23667032,17,17,Low,29.2,1,8.1
4,19,Jagannadhapuram Bridge,16.94224349,82.23327483,16,29,Medium,29.2,1,8.1
4,19,Kakinada Anchorage Port,16.93999009,82.2562341,27,27,Low,29.2,1,8.1
4,19,Karnam Gari Junction,16.977303,82.22772654,29,38,Medium,29.1,1,6.8
4,19,Pitapuram Kakinada Road,17.00123968,82.24517314,25,40,Medium,29.1,1,6.8
4,19,Pitapuram Kakinada Highway,17.05454405,82.25091475,59,59,Low,29.2,1,8.1
4,19,Achampeta Junction,17.02251512,82.24885405,59,59,Low,29.2,1,8.1
4,19,Satya Gowri Theatre Road,16.94489627,82.23602479,26,26,Low,29.2,1,8.1
4,19,Madhavapatam Centre,16.99251444,82.21067511,31,40,Medium,29.2,1,8.1
4,19,Gandhi Circle,16.96469875,82.22472639,31,40,Medium,29.2,1,8.1
4,19,Light House,17.01400687,82.28410307,26,26,Low,29.2,1,8.1
4,20,Diwan Cheruvu,17.04629017,81.84391764,30,30,Low,29.8,1,8.8
4,20,Morumpudi Junction,16.99604829,81.80198795,23,32,Medium,29,1,8.4
4,20,VL Puram,17.00036112,81.79457901,30,36,Medium,29,1,8.4
4,20,Bommuru Junction,16.97002604,81.79820779,43,52,Medium,28.8,1,8
4,20,Lala Cheruvu,17.02593121,81.80629901,43,52,Medium,28.5,1,8
4,20,Pushkar Ghat Cir,17.00696903,81.76790598,19,26,Medium,28.7,1,8
4,20,Azad Chowk,17.00665391,81.77629003,9,9,Low,28.7,1,8
4,20,Devi Chowk Circle,17.00979647,81.77610013,19,26,Medium,28.7,1,8
4,20,Balajipeta Junction,16.97671458,81.79384357,43,52,Medium,28.8,1,8
4,20,Kesavaram Railway gate,16.9311275,81.88170907,22,22,Low,29,0,9.1
4,20,GIET NH,17.05948989,81.86937184,43,52,Medium,29.4,1,8.5
4,20,DELTA hospital NH,17.01149942,81.80917916,50,58,Low,28.5,1,8
4,20,GSL NH,17.06768406,81.88328358,59,59,Low,29.6,2,5.6
4,20,JN Road NH,17.00800329,81.80995996,28,28,Low,28.5,1,8
4,20,RTC CS Mall,17.0003637,81.78944972,30,36,Medium,28.8,1,8
4,20,Old Bypass Road,17.00504582,81.78015449,18,28,Medium,28.6,1,8
4,20,Jampeta,17.00493586,81.7802133,19,27,Medium,28.6,1,8
4,20,Syamalamba Temple Rd,16.99930568,81.77559463,25,31,Medium,28.7,1,8
4,20,Stadium Rd,16.99691874,81.77775541,13,23,Medium,28.8,1,8
4,20,Anala venkata Apparao road,17.00781173,81.7921874,22,27,Medium,28.6,1,8
4,20,Manasa Hospital,17.00771734,81.78586393,17,26,Medium,28.7,1,8
4,20,Apex Hospital,17.00693863,81.79054341,21,28,Medium,28.6,1,8
4,20,Nandamgani raju junction,17.00948697,81.77954017,14,21,Medium,28.7,1,8
4,20,Y juncton,17.01282624,81.78265352,26,35,Medium,28.7,1,8
4,20,Chiranjeevi Bus Stand,17.01457254,81.77861516,38,48,Medium,28.7,1,8
4,20,Gokavaram Bus stand,17.00967985,81.77120172,19,26,Medium,28.7,1,8
4,20,Devichowk to Mochi veedhi,17.00897558,81.77516315,13,19,Medium,28.7,1,8
4,20,jandapanja road,17.00579395,81.77361261,19,26,Medium,28.6,1,8
4,20,CMR Mall,17.00628565,81.77066111,19,26,Medium,28.7,1,8
4,20,Markandeya swamy Temple Road,17.00241935,81.76737485,26,26,Low,28.8,1,8
4,20,Kathreru Road,17.02176665,81.77483965,23,29,Medium,28.6,1,8
4,20,Tirumala College Road,17.04317119,81.77557759,35,35,Low,28.8,1,8
4,20,Dhavaleswaram Main Road,16.95028008,81.78232137,34,34,Low,28.8,1,8
4,20,Church Center Bypass,17.00490403,81.78017113,18,28,Medium,28.6,1,8
4,20,Central Jail Road,17.01834611,81.79134448,26,36,Medium,28.6,1,8
4,20,Brothern Church,17.023473,81.78349635,35,42,Medium,28.6,1,8
4,20,Quary Market,17.03230697,81.78809778,38,48,Medium,28.5,1,8
4,20,Airport Road,17.0417882,81.79431782,35,42,Medium,28.6,1,8
4,20,Rial cum Road Bridge,16.99704708,81.76927354,33,45,Medium,28.8,1,8
4,20,Main Road,16.99989159,81.77174995,19,26,Medium,28.6,1,8
4,20,Bhanu Gudi,16.97072762,82.23604298,26,38,Medium,28.5,1,5.4
4,20,Vankata Narayana Railway Gate,16.97309741,82.22603038,30,40,Medium,28.4,0,6.7
4,20,Munsif Gari Junction,16.93705305,82.2329748,32,32,Low,28.3,0,6.2
4,20,Apt College Road,16.92997584,82.23448295,28,39,Medium,28.4,0,6.2
4,20,Dairyfarm Centre,16.95630211,82.24871505,19,30,Medium,28.4,0,6.7
4,20,Gaati Center,16.93563419,82.22835108,20,29,Medium,28.4,0,6.2
4,20,Nagamalli Thota Centre,16.98676611,82.24004443,26,38,Medium,28.5,1,5.4
4,20,Temple Street,16.9469232,82.23195854,27,35,Medium,28.4,0,6.7
4,20,Main Road,16.94777588,82.23388898,19,30,Medium,28.5,1,5.4
4,20,Sarpavaram Junction,16.99489545,82.24274883,5,11,High,28.5,1,5.4
4,20,Pr Clg Road,16.95806544,82.23109821,30,40,Medium,28.4,0,6.7
4,20,Bala Cheruvu,16.95281937,82.2323379,29,40,Medium,28.5,1,5.4
4,20,Nukalamma Temple,16.96300885,82.23441835,35,35,Low,28.5,1,5.4
4,20,Cinema Road,16.94826209,82.23632529,17,23,Medium,28.4,0,6.7
4,20,Beach Road,17.00894764,82.28321349,26,26,Low,28.4,0,6.7
4,20,Glass House Centre,16.94871864,82.23396555,18,29,Medium,28.5,1,5.4
4,20,Gold Market Centre,16.94680648,82.23381229,18,29,Medium,28.5,1,5.4
4,20,Masjid Centre,16.95101841,82.23404475,14,23,Medium,28.5,1,5.4
4,20,Fire Office Road,16.95625954,82.2331964,35,35,Low,28.4,0,6.7
4,20,District Court,16.95750555,82.2270718,18,18,Low,28.5,1,5.4
4,20,Ggh,16.95516493,82.23011318,29,40,Medium,28.5,1,5.4
4,20,Kokila Centre,16.95965298,82.22372616,29,40,Medium,28.4,0,6.7
4,20,Drivers Colony,16.91956872,82.23867107,51,51,Low,28.4,0,6.2
4,20,Rto Office,16.9755554,82.24875196,27,40,Medium,28.4,0,6.7
4,20,Vakalapudi Junction,17.00611779,82.26343084,26,26,Low,28.4,0,6.7
4,20,Indrapalem Bridge,16.95965298,82.22372616,28,39,Medium,28.4,0,6.7
